RegionID,SizeRank,RegionName,RegionType,StateName,State,Metro,StateCodeFIPS,MunicipalCodeFIPS,2002-01-31,2002-02-28,2002-03-31,2002-04-30,2002-05-31,2002-06-30,2002-07-31,2002-08-31,2002-09-30,2002-10-31,2002-11-30,2002-12-31,2003-01-31,2003-02-28,2003-03-31,2003-04-30,2003-05-31,2003-06-30,2003-07-31,2003-08-31,2003-09-30,2003-10-31,2003-11-30,2003-12-31,2004-01-31,2004-02-29,2004-03-31,2004-04-30,2004-05-31,2004-06-30,2004-07-31,2004-08-31,2004-09-30,2004-10-31,2004-11-30,2004-12-31,2005-01-31,2005-02-28,2005-03-31,2005-04-30,2005-05-31,2005-06-30,2005-07-31,2005-08-31,2005-09-30,2005-10-31,2005-11-30,2005-12-31,2006-01-31,2006-02-28,2006-03-31,2006-04-30,2006-05-31,2006-06-30,2006-07-31,2006-08-31,2006-09-30,2006-10-31,2006-11-30,2006-12-31,2007-01-31,2007-02-28,2007-03-31,2007-04-30,2007-05-31,2007-06-30,2007-07-31,2007-08-31,2007-09-30,2007-10-31,2007-11-30,2007-12-31,2008-01-31,2008-02-29,2008-03-31,2008-04-30,2008-05-31,2008-06-30,2008-07-31,2008-08-31,2008-09-30,2008-10-31,2008-11-30,2008-12-31,2009-01-31,2009-02-28,2009-03-31,2009-04-30,2009-05-31,2009-06-30,2009-07-31,2009-08-31,2009-09-30,2009-10-31,2009-11-30,2009-12-31,2010-01-31,2010-02-28,2010-03-31,2010-04-30,2010-05-31,2010-06-30,2010-07-31,2010-08-31,2010-09-30,2010-10-31,2010-11-30,2010-12-31,2011-01-31,2011-02-28,2011-03-31,2011-04-30,2011-05-31,2011-06-30,2011-07-31,2011-08-31,2011-09-30,2011-10-31,2011-11-30,2011-12-31,2012-01-31,2012-02-29,2012-03-31,2012-04-30,2012-05-31,2012-06-30,2012-07-31,2012-08-31,2012-09-30,2012-10-31,2012-11-30,2012-12-31,2013-01-31,2013-02-28,2013-03-31,2013-04-30,2013-05-31,2013-06-30,2013-07-31,2013-08-31,2013-09-30,2013-10-31,2013-11-30,2013-12-31,2014-01-31,2014-02-28,2014-03-31,2014-04-30,2014-05-31,2014-06-30,2014-07-31,2014-08-31,2014-09-30,2014-10-31,2014-11-30,2014-12-31,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30,2022-12-31,2023-01-31,2023-02-28,2023-03-31,2023-04-30,2023-05-31,2023-06-30,2023-07-31,2023-08-31,2023-09-30,2023-10-31,2023-11-30,2023-12-31,2024-01-31,2024-02-29,2024-03-31,2024-04-30,2024-05-31,2024-06-30,2024-07-31,2024-08-31,2024-09-30,2024-10-31,2024-11-30,2024-12-31,2025-01-31,2025-02-28,2025-03-31,2025-04-30,2025-05-31
2156,260,Buncombe County,county,NC,NC,Asheville, NC,37,021,151090.99408964106,151293.51229639503,151417.74022990945,151818.68876438684,152369.2843368235,153035.85890330133,153601.63250644403,154231.35035104267,155012.82220237012,155990.43384849463,156938.8372546721,157716.71680083903,158520.96932742605,159256.19272147815,159925.6694761589,160423.2940839657,160929.55636486798,161585.92492721078,162450.72812041934,163343.70720136844,164095.93667683296,164768.35632120198,165411.25248973843,166311.8721623323,167151.94681812613,168093.80306062533,168921.23369878888,169868.26660120094,170707.79672324096,171538.61544411446,172382.68158567863,173516.5787186448,174900.05894011434,176372.2293003907,177785.63923246798,179150.63739739,180487.7912114717,181856.02929019052,183296.44888079268,184683.65272784838,186053.70154560092,187696.27831013722,189674.30924106188,191723.7079043413,193504.13214768167,195284.49874133916,197150.55330158013,199237.82997611616,201200.8518449087,203256.21734168785,205308.70509717506,207384.70958936846,209353.6186404009,211381.23957971457,213753.35719512426,216872.83118913765,219684.65759925035,222098.10879832986,223676.52936719,225252.16149715637,226982.9361687304,228660.74856330003,230320.35348099764,231276.4364396755,232363.28507153262,233810.9362182065,235262.42515829965,236501.26908307898,237430.94516866075,238776.07495028083,239939.00288513346,240791.85538136424,241279.20277549568,241345.70187954107,241767.13596285565,242665.081450502,244022.22950378768,243460.3979112061,241491.0797432689,239488.8705673912,238541.34567575975,237894.92928523547,236225.08629629758,234277.11237004938,232485.132407672,231187.53580886513,230049.10918303338,229196.0302235034,228337.741594087,228143.39608741156,227659.8033064323,225800.8622195005,223327.7834280214,221003.23467185965,220209.95138125625,219793.40868212213,218877.9821469305,217278.8397518204,215587.89292120785,214566.55633520373,214477.58693416498,214071.3149172473,213722.19684768817,212241.37923519904,210728.04012605362,209213.68627368336,208799.75056885323,208665.06488283284,208233.37293828998,207801.90639385115,207474.693052671,207549.61272899582,207528.69360445385,207518.41579406927,206719.74073757793,205391.33032933506,203821.18503606194,202550.0071041851,201341.1662632624,199965.4699088011,198684.85330193667,197798.96656062384,197541.6171378056,197556.96002723734,197551.92711370936,197575.3098734004,197820.82362156254,198282.97246132084,198918.14390385817,199545.00702623234,200166.68739307474,200649.07789547907,201071.57420749564,201406.7225966818,201334.42077480498,201300.04251887323,201239.4548044287,201827.06379155396,202770.1767976948,204348.434591156,206234.30056408257,208135.4645100213,209705.08112550693,210861.06405904796,211661.78448536934,212318.9382721513,212917.86793757605,213390.4182032127,214125.5991344091,214684.2513315686,215728.66275019187,216944.3000098846,218798.8122782535,220485.18573585968,222246.8048735005,223946.14043878333,225751.83310777546,227617.8088240502,228964.82625201286,230128.8579251297,231176.08099956726,232632.9372830514,234446.8048291565,236660.02958658698,238821.21468380504,241006.09112865245,242651.1613987717,244354.9915499712,245661.8115495582,246901.13704270535,247524.97709959644,248688.7330217686,249925.57895945487,251705.75119974234,252929.32691020088,254500.5211758199,256100.2513526663,258122.19665449718,259750.02334312678,260999.583030345,262073.32567831795,263663.21798696654,266035.5689821996,268980.60937635374,271441.12577831536,273477.71661382145,275171.4052414391,277377.7823295225,279459.57405622816,281031.3539874488,282151.8494980642,283485.1851136265,285217.8398437607,287438.3600674364,289709.47367589845,291662.02614471957,293149.88290059345,294209.91663860145,295710.79124138923,296829.369268849,297888.8814031573,298607.67852443934,299730.7168466757,300934.05921793246,301467.51004679553,301467.5634663206,301555.5541998852,302198.07803719986,302953.4397852149,303591.6633382792,304309.71839271835,305024.1510428427,305892.2711609315,307120.8420097197,309001.5987622796,311033.3555190382,312896.44338840997,314605.06291359075,316219.9570366657,317504.5522974692,317856.6378109012,318014.752208241,318842.7292112606,321146.5288630653,324831.1301016327,329185.3396978183,334103.11916231876,339110.5666975037,344081.0364691892,349561.1131268129,355460.0678251308,361663.0736480548,368292.5513426289,375296.5183124356,381279.8532798988,384599.8247825526,385986.9228451128,387360.35003038304,390051.8703794119,393715.8926621298,399630.5087750721,407324.16116778227,416681.76919201744,426384.926812535,435501.94558626926,443376.1057389674,447747.9242638999,448872.86049270845,447448.93368003675,447176.9784885924,447121.393442381,446941.36917681247,444805.5338425776,443126.7982773027,443210.92018257314,445352.7070703924,448360.025900825,451553.96670158644,454585.6333266757,457774.4811831864,460921.74181367905,463864.0187118019,466702.010950794,468302.7194938331,468925.3159807052,469074.2231599978,470180.27994488436,471821.7656028371,473602.15381210577,474449.1608427965,475104.1507195463,476013.09490697784,477430.52148704283,479143.6827200642,480228.7096586291,481206.57094676234,481634.98172616516,481334.47573507094,479811.4871700408,477710.74709562404,475656.4854833155
